KOD_MASCO,SECTION_1D,DESCRIPTION_ENGLISH,DESCRIPTION_MALAY
325501,3,Pembantu Jurupulih Anggota,Physiotherapy Assistant
325502,3,Juruelektroterapi,Electrotherapist
325503,3,Ahli Terapi Acupressure,Acupressure Therapist
325504,3,Ahli Hydroterapi,Hydrotherapist
325505,3,Juruterapi Urutan,Massage Therapist
325506,3,Juruteknik Jurupulih Anggota,Physiotherapy Technician
325507,3,Juruteknik Pemulihan Fizikal,Physical Rehabilitation Technician
325508,3,Juruterapi Shiatsu,Shiatsu Therapist
325509,3,Jurupulih Perubatan Gred U29,Medical Therapist Grade U29
325510,3,Penolong Pengurus Kes Gred 19,Assistant Case Manager Grade 19
325601,3,Pembantu Makmal Perubatan,Medical Laboratory Assistant
325602,3,Penolong Hospital,Hospital Assistant
325603,3,Pembantu Perubatan,Medical Assistant
325604,3,Pembantu Klinik,Clinical Assistant
325605,3,Juruperalatan Radiograf,Radiographist Equipment
325606,3,Juruperalatan Radiograf Perubatan Am,"Radiographist Equipment, Medical, General"
325607,3,Jurukelengkapan X-Ray,Medicalist X-Ray Equipment
325608,3,Juruperalatan Elektrokardiograf,Electrocardiographist Equipment
325609,3,Juruperalatan Elektroensefalograf,Electroencephalographist Equipment
325610,3,Juruperalatan Pengimbasan,Scanning Equipment
325611,3,Jurusonografi,Sonographer
325612,3,Juruultrasonografi,Ultrasonographer
325613,3,Pengajar Klinikal,Clinical Instructor
325614,3,Pembantu Ophthalmic,Ophthalmic Assistant
325615,3,Penolong Pegawai Perubatan Gred U29,Assistant Medical Officer Grade U29
325701,3,Pemeriksa Kesihatan Awam,Public Health Inspector
325702,3,Pemeriksa Keselamatan Kesihatan Awam,Public Health Safety Inspector
325703,3,Pemeriksa Unit Kesihatan Awam,Public Health Unit Inspector
325704,3,Pemeriksa Restoran Kesihatan Awam,Public Health Restaurant Inspector
325705,3,Pemeriksa Kesihatan dan Keselamatan Pekerjaan,Occupational Safety and Health Inspector
325706,3,Pemeriksa Kebersihan Pekerjaan Persekitaran,Occupational Environmental Hygiene Inspector
325707,3,Pemeriksa Keselamatan Pekerjaan,Occupational Safety Inspector
325708,3,Pemeriksa Kesihatan Pekerjaan,Occupational Health Inspector
325709,3,Penyelia Kesihatan Pekerjaan,Occupational Health Supervisor
325710,3,Pemeriksa Kebersihan Pekerjaan,Occupational Hygiene Inspector
325711,3,Juruteknik Kebersihan Pekerjaan,Occupational Hygiene Technician
325712,3,Pemeriksa Kualiti Produk,Product Quality Inspector
325713,3,Juruteknik Kesihatan dan Keselamatan,Safety and Health Technician
325714,3,Pemeriksa Keselamatan dan Kesihatan Pencemaran,Safety and Health Pollution Inspector
325715,3,Pemeriksa Keselamatan dan Kesihatan Perlindungan Pengguna,Safety and Health Consumer Protection Inspector
325716,3,Pemeriksa Keselamatan dan Kesihatan,Safety And Health Inspector
325717,3,Pemeriksa Sanitari,Sanitary Inspector
325718,3,Pemeriksa Standard Sanitari,Sanitary Standards Inspector
325719,3,Pemeriksa Keselamatan Kenderaan,Vehicles Safety Inspector
325720,3,Pemeriksa Pusat Kecantikan,Beauty Salon Inspector
325721,3,Pemeriksa Barangan Berbahaya,Dangerous Goods Inspector
325722,3,Pemeriksa Sampah Berbahaya,Dangerous Waste Inspector
325723,3,Juruteknik Keselamatan dan Kesihatan Persekitaran,Environmental Safety and Health Technician
325724,3,Pemeriksa Kesihatan Persekitaran,Environmental Health Inspector
325725,3,Penyelia Lapangan - Keselamatan dan Kesihatan Pekerjaan,Field Supervisor - Occupational Safety and Health
325726,3,Pemeriksa Kerosakan Banjir,Flood Damage Inspector
325727,3,Pemeriksa Makanan,Food Inspector
325728,3,Pemeriksa Sisa Berbahaya,Hazardous Waste Inspector
325729,3,Pemeriksa Standard Kesihatan,Health Standards Inspector
325730,3,Pemeriksa Hotel dan Restoran,Hotel And Restaurant Inspector
325731,3,Pemeriksa Kebersihan Industri,Industrial Hygiene Inspector
325732,3,Pemeriksa Kawalan Sisa Industri,Industrial Waste Control Inspector
325733,3,Pemeriksa Jururawat Rumah,Nursing Homes Inspector
325734,3,Pemeriksa Pelupusan Kumbahan,Sewage Disposal Inspector
325735,3,Pemeriksa Air,Water Inspector
325736,3,Pemeriksa Keselamatan Lombong,Mine Safety Inspector
325737,3,Pemeriksa Lombong,Mine Examiner
325738,3,Pemeriksa Kawalan Pencemaran,Pollution Control Inspector
325739,3,Pemantau Radiasi,Radiation Monitor
325740,3,Pemeriksa Restoran,Restaurant Inspector
325741,3,Pemeriksa Kawalan Tikus,Rodent Control Inspector
325742,3,Pemeriksa Keselamatan dan Sanitari,Safety And Sanitary Inspector
325743,3,Pemeriksa Loji Sisa Rawatan Air,Waste Water Treatment Plant Inspector
325744,3,Pemeriksa Sanitasi  dan Keselamatan Makanan,Food Sanitation and Safety Inspector
325745,3,Pemeriksa Kesihatan,Health Inspector
325746,3,Penyelaras Keselamatan dan Persekitaran,Safety and Environmental Coordinators
325747,3,Penolong Pegawai Teknologi Makanan Gred C29,Assistant Food Technology Officer Grade C29
325748,3,Penolong Pegawai Kesihatan Persekitaran Gred U29,Assistant Environmental Health Officer Grade U29
325749,3,Penolong Pegawai Kawalan Alam Sekitar Gred C29,Assistant Environmental Control Officer Grade C29
325750,3,Pembantu Teknologi Air,Assistance Water Technologies
325801,3,Pembantu Ambulans,Ambulance Assistants
325802,3,Pegawai Ambulans,Ambulance officer
325803,3,Paramedik Ambulans,Ambulance Paramedic
325804,3,Juruteknik Perubatan Kecemasan,Emergency Medical Technician
325805,3,Juruteknik Kecemasan,Emergency Paramedic
325901,3,Perunding Kesihatan,Health Consultant
331101,3,Broker Sekuriti,Securities Broker
331102,3,Broker Stok dan Saham,Stock and Shares Broker
331103,3,Broker Pertukaran Matawang Asing,Foreign Exchange Broker
331104,3,Broker Stok,Stock Broker
331105,3,Broker Pelaburan,Investment Broker
331106,3,Perunding Matawang Asing,Foreign Exchange Dealer
331107,3,Pedagang Forex,Forex Trades
331108,3,Pedagang Pendapatan Tetap,Fixed Income Trades
331109,3,Perunding Kewangan,Treasury Consultant
331110,3,Penganalisis Kewangan,Treasury Analyst
331111,3,Pegawai Broker,Brokerage Officer
331201,3,Pegawai Gadai Janji,Mortgage Officer
331202,3,Pegawai Pinjaman,Loan Officer
331203,3,Eksekutif Kawalan Kredit,Credit Control Executive
331204,3,Penyelia Kredit,Credit Supervisor
331205,3,Eksekutif Tuntutan,Claims Executive
331206,3,Pegawai Lejar Am,General Ledger Officer
331207,3,Eksekutif Kos,Cost Executive
331208,3,Juruanalisis Kredit,Credit Analyst
331209,3,Pegawai Kredit,Credit Officer
331210,3,Pegawai Risiko Kredit,Credit Risk Officer
331211,3,Pakar Kawalan Kredit Pesanan Tunai (O2C),Order to Cash (O2C) Credit Control Specialist
331301,3,Penyimpan Kira,Book-Keeper
331302,3,Penyelia Akaun,Account Supervisor
331303,3,Penyelia Kewangan,Financial Supervisor
331304,3,Penolong Akauntan Gred W29,Assistant Accountant Grade W29
331305,3,Penolong Juruaudit Gred W29,Assistant Auditor Grade W29
331306,3,Penolong Pegawai Eksekutif (Perakaunan) Gred 31,Assistant Executive Officer (Accounting) Grade 31
331307,3,Penolong Pegawai Eksekutif (Perakaunan) Gred 6,Assistant Executive Officer (Accounting) Grade 6
331308,3,Penolong Pegawai Eksekutif (Perakaunan) Gred L8,Assistant Executive Officer (Accounting) Grade L8
331309,3,Penolong Pegawai Eksekutif Perakaunan,Assistant Account Executive Officer
331310,3,Penolong Pegawai Akaun,Assistant Account Officer
331311,3,Penolong Pegawai Eksekutif (Pengauditan) Gred 31,Assistant Executive Officer (Auditing) Grade 31
331312,3,Penolong Pegawai Eksekutif (Pengauditan) Gred 6,Assistant Executive Officer (Auditing) Grade 6
331313,3,Penolong Pegawai Eksekutif Pengauditan,Audit Assistant Executive Officer
331314,3,Penolong Pegawai Eksekutif (Pengauditan) Gred L8,Assistant Executive Officer (Auditing) Grade L8
331315,3,Penolong Pegawai Eksekutif (Kewangan) Gred L8,Assistant Executive Officer (Finance) Grade L8
331316,3,Penolong Juruaudit Dalaman,Internal Audit Assistant
331317,3,Juruteknik Perakaunan,Accounting Technician
331318,3,Juruteknik Audit Tenaga,Energy Audit Technician
331319,3,Pegawai Kerja Akaun Gred 19,Account Work Officer Grade 19
331320,3,Penolong Audit,Audit Assistant
331321,3,Penolong Juruaudit,Assistant Auditor
331322,3,Penolong Akauntan,Assistant Accountant
331323,3,Penolong Pengawal Kewangan,Assistant Financial Controller
331324,3,Agen Cukai,Tax Agent
331401,3,Penolong Pegawai Perangkaan Gred E29,Assistant Statistics Officer Grade E29
331501,3,Pentaksir,Appraiser
331502,3,Jurunilai,Valuer
331503,3,Pentaksir Hasil,Revenue Assessor
331504,3,Inspektor Tuntutan,Claims Inspector
331505,3,Pentaksir Tuntutan,Claims Assessor
331506,3,Pelaras Insurans,Insurance Adjuster
331507,3,Pentaksir Insurans,Insurance Assessor
331508,3,Pentafsir Hartanah,Real Estate Appraiser
331509,3,Penolong Pegawai Penilaian Gred W29,Assistant Valuation Officer Grade W29
332101,3,Ejen Insurans,Insurance Agent
332102,3,Broker Insurans,Insurance Broker
332103,3,Penaja Jamin Insurans,Insurance Underwriter
332104,3,Perunding Insurans,Insurance Consultant
332105,3,Wakil Insurans,Insurance Representative
332106,3,Penaja Jaminan Tuntutan,Claim Underwriters
332107,3,Penaja Jamin Bukan Motor,Non-motor Underwriter
332108,3,Penaja Jaminan Insurans Am,General Insurance Underwriter
332109,3,Pegawai Tuntutan,Claims Officer
332201,3,Jurujual Komersil,"Salesperson, Commercial"
332202,3,Penasihat Khidmat Lepas Jualan,After Sales Service Adviser
332203,3,Pencari Langganan,Canvasser
332204,3,Wakil Jualan,Sales Representative
332205,3,Jurujual Pelancongan,"Salesperson, Travel"
332206,3,Jurujual Teknikal,"Salesperson, Technical"
332207,3,Ejen Jualan Kejuruteraan,Engineering Sales Agent
332208,3,Ejen Jualan Teknikal,Technical Sales Agent
332209,3,Wakil Jualan Teknikal Komersil,"Representatives, Technical Sales Commersial"
332210,3,Jurujual Perkhidmatan Perniagaan Pengiklanan,"Salesperson, Business Services Advertising"
332211,3,Jurujual Sokongan,Pre-Sales Support
332212,3,Jurujual Kereta,"Salesperson, Car"
332213,3,Jurujual Kenderaan Bermotor,"Salesperson, Motor Vehicle"
332214,3,Jurujual Motosikal,"Salesperson, Motorcycle"
332215,3,Wakil Jualan Gred P4,Sales Representatives Grade P4
332216,3,Penolong Pegawai Pemasaran,Assistant Marketing Officer
332217,3,"Jurujual, Pembuatan","Salesperson, Manufacturing"
332218,3,Jurujual Kedai,"Salesperson, Shop"
332219,3,Jurujual Pertubuhan Runcit,"Salesperson, Retail Establishment"
332220,3,Jurujual Pertubuhan Borong,"Salesperson, Wholesale Establishment"
332221,3,Wakil Jualan Pembuatan,"Representative, Manufacturing"
332222,3,Perunding Jualan: Pembuatan,"Consultant, Sales: Manufacturing"
332223,3,"Perunding, Pemasaran","Consultant, Marketing"
332224,3,Penolong Pembangunan Perniagaan,Business Development Assistant
332301,3,Eksekutif Perancangan dan Pengagihan,Planning and Distribution Executive
332302,3,Eksekutif Pembelian,Purchasing Executive
332303,3,Pembeli,Buyer
332304,3,"Pembeli, Pembelian Pengeluaran","Buyer, Production Purchasing"
332305,3,Ejen Pemerolehan,Procurement Agent
332306,3,Eksekutif Pemerolehan,Procurement Executive
332307,3,Ejen Pembelian,Purchasing Agent
332308,3,Pegawai Pemerolehan,Procurement Officer
332309,3,Pegawai Bekalan,Supply Officer
332310,3,Pedagang Pembelian,Purchasing Merchandiser
332311,3,Eksekutif Pembelian Pengilangan Makanan Halal,"Purchasing Executive, Halal Food Manufacturing"
332312,3,"Eksekutif Pembelian, Pemprosesan Daging Halal","Purchasing Executive, Halal Meat Processing"
332313,3,Ketua Pembelian,Purchasing Team Leader
332314,3,Ejen Pembeli,Buying Agent
332315,3,Pakar Operasi Pembelian Untuk Membayar ,Purchase To Pay Operational Specialist
332316,3,Penganalisis Sokongan Perolehan,Procurement Support Analyst
332317,3,Eksekutif Pengumpulan,Collections Executive
332318,3,Eksekutif Proses Pesanan,Order Processing Executive
332318,3,Pembeli Peribadi,Personal Shopper
332401,3,Broker Komoditi,Commodities Broker
332402,3,Broker Perkapalan,Shipping Broker
332403,3,Broker Perdagangan,Trade Broker
333101,3,Ejen Pelepasan,Clearing Agent
333102,3,Ejen Pengangkutan,Forwarding Agent
333103,3,Ejen Perkapalan,Shipping Agent
333104,3,Ejen Pelepasan dan Pengangkutan,Clearing and Forwarding Agent
333201,3,Ejen Pameran dan Konvensyen,Exhibition and Convention Consultant
333202,3,Penganjur Pameran dan Konvensyen,Exhibition and Convention Organizer
333203,3,Ejen Pelancongan,Travel Agent
333204,3,Penganjur Pelancongan,Travel Organizer
333205,3,Penganjur Persidangan dan Acara,Conference and Event Organizer
333206,3,Perancang Perkahwinan,Wedding Planner
333207,3,Perancang Persidangan,Conference Planner
333208,3,Perancang Acara,Event Planner
333301,3,Ejen Pengambilan Pekerja,Employment Agent
333302,3,Pegawai Penempatan Pekerjaan,Job Placement Officer
333303,3,Kontraktor Buruh,Labour Contractor
333401,3,Ejen Hartanah,Real Estate Agent
333402,3,Ejen Harta,Property Agent
333403,3,Peniaga Harta,Property Realtor
333404,3,Perunding Harta,Property Negotiator
333405,3,Ejen Estet,Estate Agent
333406,3,Jurujual Hartanah,Real Estate Salesperson
333407,3,Perunding Penyelesaian Konflik,Conflict Resolution Negotiator
333901,3,Jurulelong,Auctioneer
333902,3,Ejen Kesusasteraan,Literary Agent
333903,3,Ejen Persembahan Muzik,Musical Performance Agent
333904,3,Ejen Sukan,Sports Agent
333905,3,Ejen Teater,Theatrical Agent
333906,3,Penganjur Sukan,Sports Promoter
334102,3,Penyelia Kemasukan Data,Data Entry Supervisor
334103,3,Penyelia Kerani Kemasukan Wad Hospital,Hospital Admitting Clerks Supervisor
334104,3,Penyelia Kerani Pemfailan,Filling Clerks Supervisor
334105,3,Penyelia Pentadbiran,Administrative Supervisor
334106,3,Penyelia Perkeranian,Clerical Supervisor
334107,3,Penyelia Unit Rekod Perubatan,Medical Records Unit Supervisor
334108,3,Penyelia Kerani Personel,Personnel Clerks Supervisor
334109,3,Penyelia Sumber Manusia,Human Resource Supervisor
334110,3,Pelatih Pengurusan,Management Trainee
334111,3,Pentadbir Kilang,Factory Administrator
334112,3,Penolong Pegawai Ehwal Ekonomi Gred E29,Assistant Economic Affairs Officer Grade E29
334113,3,Penolong Pegawai Penerangan Gred S29,Assistant Information Officer Grade S29
334114,3,Penolong Perancang Bahasa Gred S29,Language Planner Assistant Grade S29
334115,3,Penolong Pegawai Tadbir Gred N29,Assistant Administrative Officer Grade N29
334116,3,Penolong Pegawai Penerbitan Gred N29,Assistant Publication Officer Grade N29
334117,3,Penolong Pengurus Asrama Gred N29,Assistant Hostel Manager Grade 29
334118,3,Penolong Pegawai Eksekutif (Pentadbiran) Gred L8,Assistant Executive Officer (Administration) Grade L8
334119,3,Penolong Pegawai Eksekutif Pentadbiran,Assistant Executive Administration Officer
334120,3,Penolong Pegawai Eksekutif (Pentadbiran) Gred 31,Assistant Executive Officer (Administration) Grade 31
334121,3,Penolong Pegawai Eksekutif (Ekonomi) Gred 6,Assistant Executive Officer (Economy) Grade 6
334122,3,Pelatih Hal Ehwal Korporat,Internship Corporate Affairs
334123,3,Penolong Pegawai Bahagian Pensijilan,Assistant Divisional Officer Certification
334124,3,Pelatih Pengeluaran,Production Trainee
334125,3,Pegawai Eksekutif Gred 19,Executive Officer Grade 19
334201,3,Setiausaha Perundangan,Legal Secretary
334301,3,Penolong Pegawai Eksekutif (Kesetiausahaan) Gred 31,Assistant Executive Officer (Secretarial) Grade 31
334302,3,Penolong Pegawai Eksekutif (Kesetiausahaan) Gred 6,Assistant Executive Officer (Secretarial) Grade 6
334303,3,Penolong Pegawai Eksekutif (Kesetiausahaan) Gred L8,Assistant Executive Officer (Secretarial) Grade L8
334304,3,Pembantu Peribadi,Personal Assistant
334305,3,Pembantu Eksekutif Pentadbiran,Administrative Executive Assistant
334306,3,Setiausaha Eksekutif Pentadbiran Kerajaan,"Executive Secretary, Government Administration"
334307,3,Setiausaha Syarikat (sektor awam),Company Secretary (public sector)
334308,3,Jurulapor Kata Demi Kata,Verbatim Reporter
334309,3,Ketua Setiausaha Pejabat,Office Chief Secretary
334310,3,Setiausaha Eksekutif,Executive Secretary
334311,3,Setiausaha Eksekutif Jawatankuasa,"Executive Secretary, Committee"
334312,3,Setiausaha Eksekutif Pentadbiran Bukan Kerajaan,"Executive Secretary, Non-Government Administration"
334313,3,Setiausaha Eksekutif Pentadbiran,"Executive Secretary, Administration"
334314,3,Setiausaha Syarikat,Company Secretary
334315,3,Pegawai Konsul,Consular Officials
334316,3,Penolong Pegawai Eksekutif Kesetiausahaan,Assistant Secretarial Executive Officer
334317,3,Setiausaha Pentadbiran,Administrative Secretary
334318,3,Pembantu Surat-Menyurat,Correspondence Assistant
334401,3,Setiausaha Perubatan,Medical Secretary
334402,3,"Pembantu Perubatan, Pentadbiran",Medical Administrative Assistant
334403,3,Setiausaha Wad Hospital,Hospital Ward Secretary
334404,3,Setiausaha Penjagaan Pesakit,Patient Care Secretary
334405,3,Stenografer Perubatan,Medical Stenographer
334406,3,Pembantu Insurans Perubatan,Medical Insurance Assistant
334407,3,Setiausaha Bil Perubatan,Medical Billing Secretary
334408,3,Setiausaha Patologi,Pathology Secretary
334409,3,Ahli Transkripsi Perubatan,Medical Transcriptionist
341101,3,Bailif,Baillif
341102,3,Pembantu Perundangan,Legal Assistant
341103,3,Kerani Pemindahhakkan,Conveyancing Clerk
341104,3,Pembantu Peguam,Paralegal
341105,3,Kerani Undang-undang,Law Clerk
341106,3,Kerani Hakim,"Clerk, Judge"
341107,3,Kerani Mahkamah,"Clerk, Court"
341108,3,Kerani Litigasi,Litigation Clerk
341109,3,Pembantu Barister,"Assistant, Barrister"
341110,3,Pembantu Peguamcara,"Assistant, Solicitor"
341111,3,Penolong Pegawai Undang-undang Gred L29,Assistant Legal Officer Grade L29
341112,3,Penolong Pegawai Eksekutif (Undang-undang) Gred 31,Assistant Executive Officer (Legal) Grade 31
341113,3,Penolong Pegawai Eksekutif (Perundangan) Gred 6,Assistant Executive Officer (Legal) Grade 6
341114,3,Penolong Pegawai Eksekutif (Perundangan) Gred L8,Assistant Executive Officer (Legal) Grade L8
341115,3,Penolong Perundangan,"Assistant, Legal"
341116,3,Penolong Pegawai Eksekutif Perundangan,"Assistant Executive Officer, Legal"
341117,3,Penolong Pegawai Syariah Gred LS29,Assistant Syariah Officer Grade LS20
351101,3,Juruteknik Komputer Gred FT19,Computer Technician Grade FT19
351102,3,Pembantu Tadbir (Operator Komputer) Gred 21,Administrative Assistant (Operator Computer) Grade 21
351103,3,Pembantu Tadbir (Juruteknik Komputer) Gred 21,Administrative Assistant (Computer Technician) Grade 21
351104,3,Pembantu Eksekutif (Teknologi Maklumat) Gred 3,Executive Assistant (Information Technolog Grade 3
351105,3,Juruteknik Komputer,Computer Technician
351106,3,Jurukelengkapan Jitu Komputer,Computer Peripheral Equipment Technician
351107,3,Jurukelengkapan Jitu Komputer Konsol,Computer Peripheral Equipment Console Technician
351108,3,Jurukelengkapan Jitu Komputer Pencetak Kelajuan Tinggi,Computer Peripheral Equipment High-Speed Printer Technician
351109,3,Jurupemprosesan Data Elektronik (EDP),Electronic Data Processing Technician
351110,3,Pembantu Kejuruteraan Komputer,Computer Engineering Assistant
351111,3,Penolong Penyelia Pemprosesan Data Elektronik (EDP),"Assistant Supervisor, Electronic Data Processing (EDP)"
351112,3,Penyelia Pemprosesan Data Elektronik,Electronic Data Processing Supervisor
351113,3,Juruteknik Semikonduktor,Semi-Conductor Technician
351114,3,Juruteknik Sistem Maklumat,Information Systems Technician
351115,3,Pembantu Teknologi Maklumat,Information Technology Assistant
351116,3,Pengendali Konsol Komputer,Computer Console Operator
351117,3,Operator Sistem,Systems Operator
351118,3,Operator Komputer,Computer Operator
351119,3,Pengendali Pencetak Komputer Berkelajuan Tinggi,High-Speed Computer Printer Operator
351120,3,Operator Peralatan Periferal Komputer,Computer Peripheral Equipment Operator
351121,3,Juruteknik Perkakasan,Hardware Technician
351122,3,Pembantu Tadbir Juruteknik Komputer,"Administrative Assistant, Computer Technician"
351123,3,Pembantu Kejuruteraan Telekomunikasi,"Engineering Assistant, Telecommunications"
351124,3,Penyelia Sistem Maklumat Pengurusan,"Supervisor, Management Information Systems"
351125,3,Penolong Pegawai Teknologi Maklumat Gred FA29,Assistant Information Technology Officer Grade FA29
351126,3,Penolong Pegawai Eksekutif (Teknologi Maklumat) Gred 31,Assistant Executive Officer (Information Technolog Grade 31
351127,3,Penolong Pegawai Eksekutif (Teknologi Maklumat) Gred 6,Assistant Executive Officer (Information Technolog Grade 6
351128,3,Penolong Pegawai Eksekutif (Teknologi Maklumat) Gred L8,Assistant Executive Officer (Information Technolog Grade L8
351129,3,Penolong Pegawai Teknologi Maklumat,Assistant Information Technology Officer
351130,3,Penolong Eksekutif Sistem Komputer,Assistant Computer System Executive
351131,3,Juruteknik Perkhidmatan (Pencetak Pelbagai Fungsi),Service Technician (Multi-function Printer)
351132,3,Penolong Juruanalisis Sistem Komputer,Assistant Computer Systems Analyst
351133,3,Pembantu Juruanalisis Sistem Komputer,Computer Systems analysis Assistant
351134,3,Pengatur Program Komputer Gred 19,Computer Programmer Grade 19
351135,3,Penolong Jurutera PLC (Pengawal Logik Boleh Diprogram),PLC Assistant Engineer (Programmable Logic Controller)
351201,3,Juruteknik Meja Bantu Komputer,Computer Help Desk Technician
351202,3,Juruteknik Sokongan Komputer Peribadi,Personal Computer Support Technician
351203,3,Juruteknik Teknologi Maklumat,Information Technology Technician
351204,3,Operator Meja Bantu Komputer,Computer Help Desk Operator
351205,3,Pembantu Kejuruteraan Komputer dan Komunikasi,Communication and Computer Engineering Assistant
351206,3,Pembantu Komputer,Computer Assistant
351207,3,Pembantu Komunikasi (ICT),Communications Assistant (ICT)
351208,3,Pembantu Pangkalan Data,Database Assistant
351209,3,Pembantu Pengaturcaraan Komputer,Computer Programming Assistant
351210,3,Pembantu Perkhidmatan Komputer Pengguna,Computer User Services Assistant
351211,3,Pegawai Meja Bantu Pelanggan,Customer Help Desk Officer
351212,3,Pengajar Pusat Panggilan,Call Centre Trainer
351213,3,Penyelia Pusat Data,Data Centre Supervisor
351214,3,Pembantu Pusat Data,Data Centre Assistant
351215,3,Juruteknik Sokongan Teknikal,Technical Support Technician
351216,3,Operator Wayarles Gred N19,Wireless Operator Grade N19
351217,3,Pembantu Teknikal,Technical Assistant
351218,3,Juruteknik Sokongan Perisian Perakaunan,Accounting Software Support Technician
351219,3,Juruteknik Analisis Kegagalan,Failure analysis Technician
351301,3,Juruteknik Rangkaian Komputer,Computer Network Technician
351302,3,Juruteknik Rangkaian Sokongan,Network Support Technician
351303,3,Juruteknik Keselamatan Rangkaian (ICT),Network Security Technician (ICT)
351304,3,Juruteknik Keselamatan Sistem & Aplikasi ICT,System Security  & Application ICT Technician
351305,3,Penolong Jurutera Rangkaian,Assistant Network Engineer
351306,3,Penolong Pegawai Keselamatan Sistem,Assistant Systems Security Officer 
351401,3,Juruteknik Laman Web,Website Technician
351402,3,Juruteknik Web,Web Technician
351403,3,Juruanimasi Multimedia,Multimedia Animation
351404,3,Penolong Pereka Grafik,Assistant Graphic Designer
351405,3,Juruteknik Seni dan Reka Bentuk,Art and Design Technician
351406,3,Penolong Kreatif,Creative Assistance
352101,3,Juruaudio Visual Gred N19,Audio-Visual Technician Grade N19
352102,3,Juruwayang Gambar,Cinematographer
352103,3,Operator Audio Visual,Audio-Visual Operator
352104,3,Pembantu Produksi (Media),Production Assistant (Media)
352105,3,Pembantu Wayang Gambar,Motion Picture Assistant
352106,3,Juruteknik Kesan Bunyi,Sound-Effects Technician
352107,3,Pengadun Alih Suara,Dubbing Mixer
352108,3,Pengadun Bunyi,Sound Mixer
352109,3,Penyunting Bunyi,Sound Editor
352110,3,Jurutayang Pawagam,Cinema Projectionist
352111,3,Pegawai Radio Kapal,Ships Radio Officer
352112,3,Juruteknik Penyiaran,Broadcast Technician
352113,3,Juruteknik Peralatan Audio dan Video,Audio and Video Equipment Technician
352114,3,Juruperalatan Penyiaran,Broadcasting Equipment Technician
352115,3,Juruperalatan Penyiaran Radio dan Televisyen,Radio and Television Broadcasting Equipment Technician
352116,3,Juruperalatan Radio Pangkalan Darat,Land-Base Radio Equipment Technician
352117,3,Juruperalatan Radio Penerbangan,Flight Radio Equipment Technician
352118,3,Juruperalatan Telekomunikasi,Telecommunications Equipment Technician
352119,3,Juruperalatan Transmisi Radio dan Televisyen,Radio and Television Transmitting Equipment Technician
352120,3,Operator Peralatan Penyiaran,Broadcasting Equipment Operator
352121,3,Jurukamera (Motion Picture),Cameraman/woman (Motion Picture)
352122,3,Jurukamera (Video),Cameraman/Woman (Video)
352123,3,Juruvideografi,Videographer
352124,3,Penolong Jurutera Telekomunikasi,Assistant Telecommunications Engineer
352125,3,Penolong Editor,Assistant Editor
352201,3,Juruteknik Kejuruteraan Aeroangkasa (Telekomunikasi),Aerospace Engineering Technician (Telecommunications)
352202,3,Juruteknik Kejuruteraan Telekomunikasi,Engineering Technician (Telecomunications)
352203,3,Juruteknik Komunikasi,Communications Technician
352204,3,Juruteknik Telekomunikasi,Telecommunications Technician
361101,3,Pekerja Sosial,Social Worker
361102,3,"Pekerja Sosial, Kerja Berkumpulan","Social Worker, Group Work"
361103,3,"Pegawai Kebajikan, Industri","Welfare Officer, Industry"
361104,3,"Pegawai Kebajikan, Perunding Cara","Welfare Officer, Probation"
361105,3,"Pegawai Parol, Profesional Bersekutu","Parole Officer, Associate Professional"
361106,3,"Pegawai Perunding Cara, Profesional Bersekutu","Probation Officer, Associate Professional"
361107,3,Pegawai Perancang Keluarga,"Officer, Family Planning"
361108,3,Pekerja Kebajikan Sosial,Social Welfare Worker
361109,3,"Pekerja Kebajikan Sosial, Kerja Kes","Social Welfare Worker, Case Work"
361110,3,"Pekerja Sosial, Kebajikan Kanak-Kanak","Social Worker, Child Welfare"
361111,3,"Pekerja Sosial, Masalah Remaja","Social Worker, Delinquency"
361112,3,"Pekerja Sosial, Masyarakat","Social Worker, Community"
361113,3,"Pekerja Sosial, Perubatan","Social Worker, Medical"
361114,3,"Pekerja Sosial, Psikiatri","Social Worker, Psychiatric"
361115,3,Penganjur Kebajikan,Welfare Organizer
361116,3,Pembantu Kaunselor,Assistant Counselor
361117,3,Pekerja Pembangunan Masyarakat,Community Development Worker
361118,3,Pekerja Perkhidmatan Masyarakat,Community Service Worker
361119,3,Pegawai Perkhidmatan Hilang Upaya,Disability Services Officer
361120,3,Pekerja Perkhidmatan Keluarga,Family Service Worker
361121,3,Pengajar Kemahiran Hidup,Life Skills Instructor
361122,3,Pekerja Kesihatan Mental,Mental Health Worker
361123,3,Pekerja Sokongan Kebajikan,Welfare Support Worker
361124,3,Penyelia Perlindungan Wanita,Women's Shelter Supervisor
361125,3,Pekerja Belia,Youth Worker
361126,3,Penolong Pegawai Penyelidik Sosial Gred N29,Assistant Social Research Officer Grade N29
361127,3,Penolong Pegawai Pembangunan Masyarakat Gred S29,Assistant Community Development Officer Grade S29
361128,3,Penolong Pegawai Psikologi Gred S29,Assistant Psychological Officer Grade S29
361129,3,Penolong Pegawai Antidadah Gred S29,Assistant Anti-Drug Officer Grade S29
361130,3,Penolong Pegawai Eksekutif (Psikologi) Gred 31,Assistant  Executive Officer (Psychology) Grade 31
361131,3,Pemaju Masyarakat Pendidikan Kemahiran Jahitan,Sewing Skills Education Community Developer
